stage,stage_index,status,run_name,run_dir,elapsed_sec,test_acc,test_macro_f1,best_epoch,best_score,epochs,seed,lr,weight_decay,batch_size,classifier_hidden,classifier_dropout,command,transformer_d_model,transformer_nhead,transformer_layers,transformer_ff_dim,transformer_dropout
A,11,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm96_nh8_l4_ff128_do0.2_ep80_lr0.0001_wd0.0005_bs128_seed122,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm96_nh8_l4_ff128_do0.2_ep80_lr0.0001_wd0.0005_bs128_seed122,6.25,0.809,0.740429,26,0.991859,80,122,0.0001,0.0005,128,64,0.35,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 128 --lr 0.0001 --weight-decay 0.0005 --seed 122 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.35 --transformer-d-model 96 --transformer-nhead 8 --transformer-layers 4 --transformer-ff-dim 128 --transformer-dropout 0.2,96,8,4,128,0.2
A,12,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh4_l4_ff128_do0.1_ep80_lr0.0005_wd0.0002_bs128_seed77,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh4_l4_ff128_do0.1_ep80_lr0.0005_wd0.0002_bs128_seed77,4.82,0.7612000000000001,0.668594,9,1.0,80,77,0.0005,0.0002,128,128,0.35,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 128 --lr 0.0005 --weight-decay 0.0002 --seed 77 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 128 --classifier-dropout 0.35 --transformer-d-model 64 --transformer-nhead 4 --transformer-layers 4 --transformer-ff-dim 128 --transformer-dropout 0.1,64,4,4,128,0.1
A,13,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm96_nh8_l3_ff128_do0.1_ep80_lr0.0005_wd0.0001_bs64_seed42,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm96_nh8_l3_ff128_do0.1_ep80_lr0.0005_wd0.0001_bs64_seed42,5.27,0.7837000000000001,0.70596,6,1.0,80,42,0.0005,0.0001,64,64,0.35,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 64 --lr 0.0005 --weight-decay 0.0001 --seed 42 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.35 --transformer-d-model 96 --transformer-nhead 8 --transformer-layers 3 --transformer-ff-dim 128 --transformer-dropout 0.1,96,8,3,128,0.1
A,14,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm128_nh4_l2_ff256_do0.3_ep80_lr0.0002_wd0.0005_bs128_seed122,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm128_nh4_l2_ff256_do0.3_ep80_lr0.0002_wd0.0005_bs128_seed122,4.47,0.8146,0.756463,11,1.0,80,122,0.0002,0.0005,128,128,0.35,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 128 --lr 0.0002 --weight-decay 0.0005 --seed 122 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 128 --classifier-dropout 0.35 --transformer-d-model 128 --transformer-nhead 4 --transformer-layers 2 --transformer-ff-dim 256 --transformer-dropout 0.3,128,4,2,256,0.3
A,15,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm128_nh8_l4_ff128_do0.3_ep80_lr0.0005_wd0.0001_bs128_seed77,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm128_nh8_l4_ff128_do0.3_ep80_lr0.0005_wd0.0001_bs128_seed77,4.71,0.7781,0.691174,6,1.0,80,77,0.0005,0.0001,128,64,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 128 --lr 0.0005 --weight-decay 0.0001 --seed 77 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.5 --transformer-d-model 128 --transformer-nhead 8 --transformer-layers 4 --transformer-ff-dim 128 --transformer-dropout 0.3,128,8,4,128,0.3
A,16,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm128_nh8_l4_ff128_do0.2_ep80_lr0.0003_wd0.0001_bs64_seed14,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm128_nh8_l4_ff128_do0.2_ep80_lr0.0003_wd0.0001_bs64_seed14,7.15,0.7415999999999999,0.655463,17,0.994201,80,14,0.0003,0.0001,64,64,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 64 --lr 0.0003 --weight-decay 0.0001 --seed 14 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.5 --transformer-d-model 128 --transformer-nhead 8 --transformer-layers 4 --transformer-ff-dim 128 --transformer-dropout 0.2,128,8,4,128,0.2
B,1,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm96_nh8_l2_ff256_do0.2_ep80_lr0.0003_wd0.0002_bs128_seed122,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm96_nh8_l2_ff256_do0.2_ep80_lr0.0003_wd0.0002_bs128_seed122,5.02,0.8454999999999999,0.805904,20,1.0,80,122,0.0003,0.0002,128,64,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 128 --lr 0.0003 --weight-decay 0.0002 --seed 122 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.5 --transformer-d-model 96 --transformer-nhead 8 --transformer-layers 2 --transformer-ff-dim 256 --transformer-dropout 0.2,96,8,2,256,0.2
B,2,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm96_nh8_l2_ff128_do0.1_ep80_lr0.0001_wd0.0005_bs64_seed100,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm96_nh8_l2_ff128_do0.1_ep80_lr0.0001_wd0.0005_bs64_seed100,5.69,0.8595999999999999,0.816935,16,1.0,80,100,0.0001,0.0005,64,128,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 64 --lr 0.0001 --weight-decay 0.0005 --seed 100 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 128 --classifier-dropout 0.5 --transformer-d-model 96 --transformer-nhead 8 --transformer-layers 2 --transformer-ff-dim 128 --transformer-dropout 0.1,96,8,2,128,0.1
B,3,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff256_do0.3_ep80_lr0.0003_wd0.0002_bs64_seed77,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff256_do0.3_ep80_lr0.0003_wd0.0002_bs64_seed77,5.0,0.8118000000000001,0.755507,8,1.0,80,77,0.0003,0.0002,64,64,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 64 --lr 0.0003 --weight-decay 0.0002 --seed 77 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 64 --classifier-dropout 0.5 --transformer-d-model 64 --transformer-nhead 8 --transformer-layers 2 --transformer-ff-dim 256 --transformer-dropout 0.3,64,8,2,256,0.3
B,4,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff256_do0.3_ep80_lr0.0003_wd1e-05_bs64_seed14,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff256_do0.3_ep80_lr0.0003_wd1e-05_bs64_seed14,5.54,0.8623999999999999,0.822242,14,1.0,80,14,0.0003,1e-05,64,128,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 64 --lr 0.0003 --weight-decay 1e-05 --seed 14 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 128 --classifier-dropout 0.5 --transformer-d-model 64 --transformer-nhead 8 --transformer-layers 2 --transformer-ff-dim 256 --transformer-dropout 0.3,64,8,2,256,0.3
seed_eval,1,skipped_existing,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff256_do0.3_ep80_lr0.0003_wd1e-05_bs64_seed14,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff256_do0.3_ep80_lr0.0003_wd1e-05_bs64_seed14,0.0,0.8623999999999999,0.822242,14,1.0,80,14,0.0003,1e-05,64,128,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 64 --lr 0.0003 --weight-decay 1e-05 --seed 14 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 128 --classifier-dropout 0.5 --transformer-d-model 64 --transformer-nhead 8 --transformer-layers 2 --transformer-ff-dim 256 --transformer-dropout 0.3,64,8,2,256,0.3
seed_eval,2,success,transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff256_do0.3_ep80_lr0.0003_wd1e-05_bs64_seed42,ablation_experiments/h1/results/comparison_18d_baselines/transformer/transformer_weld_seam_windows_ws5_tf75_pg0_h1_dm64_nh8_l2_ff256_do0.3_ep80_lr0.0003_wd1e-05_bs64_seed42,5.91,0.7948999999999999,0.722738,23,1.0,80,42,0.0003,1e-05,64,128,0.5,/usr/bin/python /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/ablation_experiments/scripts/train_comparison_18d_baseline.py --dataset-npz /home/huang_kai/wind_turbine_phm/PHOENIX-main/autoencoder_benchmark/Data/processed_data/weld_seam_windows_ws5_tf75_pg0_h1.npz --output-dir ablation_experiments/h1/results/comparison_18d_baselines/transformer --model transformer --epochs 80 --batch-size 64 --lr 0.0003 --weight-decay 1e-05 --seed 42 --val-ratio 0.15 --checkpoint-metric val_macro_f1 --class-weights auto --weighted-sampler --min-epochs 16 --early-stop-patience 16 --classifier-hidden 128 --classifier-dropout 0.5 --transformer-d-model 64 --transformer-nhead 8 --transformer-layers 2 --transformer-ff-dim 256 --transformer-dropout 0.3,64,8,2,256,0.3
